INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202205,210302,PLAIN BISCUITS-200-300G,1,1,112.259,110.934,1.47,1.33,1.19
202205,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,103.303,103.586,1.26,1.19,1.02
202205,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,109.196,109.732,1.89,1.82,1.53
202205,210323,BISCUITS HALF CHOC 260-400G,1,1,106.399,105.663,1.05,0.91,0.85
202205,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,103.15,102.833,1.05,1.05,0.85
202205,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,103.022,102.892,0.6,1.04,0.48
202205,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,103.864,104.23,1.2,1.76,0.96
202205,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,105.19,106.255,0.4,0.56,0.32
202205,210416,BEEF ROASTING JOINT PER KG,1,1,106.443,106.962,0.4,0.64,0.32
202205,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,106.22,106.188,0.8,0.45,0.64
202205,210507,HOME KILLED LAMB SHOULDER KG,1,1,103.241,103.053,1,0.55,0.8
202205,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,103.163,103.004,1,1,0.8
202205,210802,BACON-GAMMON-PER KG,1,1,102.27,102.279,0.4,0.19,0.32
202205,210808,BACON-BACK-PER KG,1,1,104.003,103.588,1.8,0.81,1.44
202205,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,108.293,108.464,0.8,1.08,0.64
202205,210910,FRESH BONELESS CHICKEN BREAST,1,1,107.898,108.138,1.6,2.4,1.28
202205,210913,ROTISSERIE CHICKEN [WHOLE],1,1,113.987,114.338,0.2,0.16,0.16
202205,210914,FRESH TURKEY DICED/MIN PER KG,1,1,103.746,103.82,0.2,0.36,0.16
202205,211007,CANNED MEAT-STEWED STEAK,1,1,100.851,100.548,0.2,0.14,0.16
202205,211011,INDIVIDUAL MEAT PIE,1,1,108.791,108.757,0.8,0.98,0.64
202205,211014,SAUSAGES-PORK-PER KG,1,1,101.312,102.242,2,0.98,1.6
202205,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,101.032,101.168,0.6,0.63,0.48
202205,211023,COOKED HAM PREPACKED SLICED,1,1,103.012,101.409,2.4,1.12,1.92
202205,211024,CONTINENTAL SLICED DELI MEAT,1,1,103.733,103.519,0.8,0.42,0.64
202205,211025,JOINT OV/READ GAM/POR 450-900G,1,1,101.581,101.589,0.2,0.21,0.16
202205,211026,CHICKEN KIEV 2 PACK 240-325G,1,1,112.998,114.291,0.6,0.63,0.48
202205,211027,H K LIVER PER KG STATE TYPE,1,1,107.221,106.304,0.2,0.07,0.16
202205,211029,COOKED MEAT TURKEY/CHICK SLICE,1,1,104.334,103.805,0.4,0.63,0.32
202205,211030,MEAT BASED SNACK PACK MAX 400G,1,1,104.277,103.85,0.6,0.84,0.48
202205,211031,COOKED HAM LOOSE PER 100G,1,1,96.722,98.299,0.8,0.35,0.64
202205,211101,FRESH WHITE FISH FILLETS KG,1,1,105.382,105.762,0.45,0.62,0.36
202205,211105,FRESH FISH-SALMON FILLETS-KG,1,1,107.142,107.556,0.7,0.96,0.56
202205,211106,FROZEN PRAWNS PER KG,1,1,101.462,101.368,1.25,0.42,1
202205,211207,"CANNED FISH, TUNA, 130G-200G",1,1,101.687,101.588,1.2,0.9,0.96
202205,211210,FROZEN FISH FINGERS 8-12 PK,1,1,102.741,103.722,1.1,0.86,0.88
202205,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,104.106,104.418,0.3,0.24,0.24
202205,211305,SPREADABLE BUTTER,1,1,109.674,109.926,0.48,0.52,0.48
202205,211306,BUTTER 250G SPEC COO,1,1,108.858,108.893,0.42,0.48,0.42
202205,211407,MARGARINE/LOW FAT SPREAD-500G,1,1,102.372,103.135,1.2,1.08,1.2
202205,211408,OLIVE OIL - 500ML - 1 LITRE,1,1,112.444,112.463,0.69,0.72,0.69
202205,211409,"PEANUT BUTTER, JAR, 225-350G",1,1,102.458,102.117,0.21,0.2,0.21
202205,211501,CHEDDAR-HOME PRODUCED PER KG,1,1,108.251,109.101,1.68,2,1.4
202205,211506,"CHEESE SPREAD, 125g-200g TUB",1,1,101.22,101.133,0.6,0.72,0.5
202205,211509,HARD REGIONAL CHEESE PER KG,1,1,108.74,109.582,0.24,0.28,0.2
202205,211510,PARMESAN CHEESE-PER KG,1,1,102.944,103.011,0.36,0.48,0.3
202205,211511,SOFT CONTINENTAL CHEESE - KG,1,1,104.396,104.765,0.48,0.52,0.4
202205,211604,EGGS PER DOZEN OR 2 X 6 BOX,1,1,104.986,105.619,1.2,1,1
202205,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,100.544,100.544,0.12,0.12,0.1
202205,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,108.081,108.592,0.72,0.45,0.6
202205,211710,MILK SEMI-PER 2 PINTS/1.136 L,1,1,110.409,110.344,2.4,1.77,2
202205,211713,"MILK FLAVOURED, 180-500MLS/GMS",1,1,105.819,104.552,0.24,0.24,0.2
202205,211714,NON-DAIRY MILK DRINK 900ML-1LT,1,1,108.45,108.635,0.24,0.42,0.2
202205,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,107.386,106.455,1.44,2.05,1.2
202205,211808,CHILLED POT DESSERT 125-200G,1,1,107.725,108.332,0.96,1.15,0.8
202205,211814,YOGHURT-SMALL INDIVIDUAL,1,1,106.033,105.978,0.6,0.95,0.5
202205,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,103.291,103.687,0.48,0.6,0.4
202205,211816,POWDERED BABY FORMULA 400-900G,1,1,107.841,108.174,0.24,0.25,0.2
202205,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,102.996,103.109,0.36,0.62,0.36
202205,211904,TEA BAGS-2-PACKET OF 240,1,1,103.7,103.907,0.1,0.19,0.1
202205,211905,"FLAVRD TEA 15-20 BAGS, 30-40G",1,1,103.243,102.532,0.12,0.19,0.12
202205,212001,"FRUIT SQUASH, 750ML - 1.5LT",1,1,106.268,105.748,0.9,0.81,0.7
202205,212006,FRUIT JUICE NOT ORANGE 1L,1,1,101.365,101.285,0.54,0.54,0.42
202205,212008,LEMONADE-2 LITRE BOTTLE,1,1,110.348,109.893,0.18,0.18,0.14
202205,212010,MINERAL WATER STILL 1.5-2L,1,1,111.079,110.823,0.27,0.36,0.21
202205,212015,FIZZY ENERGY DRINK 250-500ML,1,1,105.563,106.469,1.26,1.17,0.98
202205,212016,FRESH/CHILL ORANGE JUICE 900ML,1,1,103.073,102.448,0.9,0.9,0.7
202205,212017,FIZZY BOTTLED DRINK 500ML,1,1,102.984,103.143,1.53,1.44,1.19
202205,212020,FRUIT DRINK BOTTLE 4-8 PACK,1,1,116.839,116.568,0.09,0.09,0.07
202205,212021,BOTTLE STILL WATER 500ML,1,1,107.944,106.36,0.27,0.45,0.21
202205,212022,MIXER DRINK BOTTLE 1L EG TONIC,1,1,105.316,106.048,0.63,0.63,0.49
202205,212023,COLA/FIZZY DRINK 330ML PK 4-8,1,1,108.683,108.975,0.36,0.36,0.28
202205,212024,FLAVOURED WATER BOTT 900ML-1.5,1,1,109.383,107.641,0.36,0.45,0.28
202205,212025,"COLA DRINK, REG,BOTTLE,1.25-2L",1,1,106.802,106.451,0.72,0.63,0.56
202205,212026,"COLA DRINK, DIET 1.25-2LTR",1,1,105.538,106.185,0.72,0.72,0.56
202205,212027,FRUIT/VEG SMOOTHIE,1,1,99.815,99.379,0.27,0.27,0.21
202205,212101,SUGAR -GRANULATED-WHITE-PER KG,1,1,105.128,102.96,0.48,0.6,0.36
202205,212106,JAR OF JAM-340-454G,1,1,101.607,102.027,0.72,1.02,0.54
202205,212107,HONEY JAR/BOTTLE 340G-454G,1,1,100.195,101.155,0.24,0.38,0.18
202205,212202,MINTS,1,1,100.303,100.28,0.12,0.14,0.09
202205,212211,CHOCOLATE 4,1,1,100.062,100.01,0.72,2.1,0.54
202205,212214,FRUIT PASTILLES 2,1,1,100.949,100.783,0.36,1.26,0.27
202205,212217,CHEWING/BUBBLE GUM-SINGLE PK,1,1,104.59,104.643,0.12,0.28,0.09
202205,212218,CARTON/BOX OF CHOCS 150-400GM,1,1,105.598,106.805,1.44,1.68,1.08
202205,212222,CHOCOLATE 10,1,1,99.719,99.776,1.92,2.24,1.44
202205,212223,BRAND CHOC SWEETS 90-185G BAG,1,1,104.56,105.68,0.84,0.98,0.63
202205,212224,"SWEETS, NOT CHOC, 150-250G BAG",1,1,94.598,95.747,0.48,1.54,0.36
202205,212225,CHOCOLATE LARGE BAR 100-200G,1,1,102.646,102.58,1.92,2.24,1.44
202205,212226,CHOCOLATE 12,1,1,99.074,99.177,0.48,1.4,0.36
202205,212228,MALTED CHOCOLATE SWEETS,1,1,102.251,102.628,0.12,0.14,0.09
202205,212309,POTATOES-NEW-PER KG,1,1,100.377,99.616,0.16,0.23,0.12
202205,212310,POTATOES- OLD WHITE PER KG,1,1,103.583,102.131,0.48,0.61,0.36
202205,212311,POTATOES- BAKING PR KG,1,1,95.015,93.821,0.16,0.16,0.12
202205,212402,POTATO CRISPS 25G-50G,1,1,100.606,100.634,0.8,0.56,0.6
202205,212404,POTATO CRISPS-MULTI-PACK,1,1,105.933,105.471,2.24,1.44,1.68
202205,212405,FROZEN CHIPS 900G-1.5KG,1,1,106.168,105.708,1.12,1.24,0.84
202205,212408,PREMIUM POTATO CRISPS/CHIPS,1,1,103.938,105.35,0.64,0.44,0.48
202205,212409,P'PARED MASHED POTATO 400-650G,1,1,102.164,101.263,0.32,0.32,0.24
202205,212504,FRESH VEG-CAULIFLOWER-EACH,1,1,102.531,102.167,0.48,0.49,0.36
202205,212510,FRESH VEG-CUCUMBER-WHOLE,1,1,102.355,101.974,0.32,0.35,0.24
202205,212511,FRESH VEG-LETTUCE-ICEBERG-EACH,1,1,105.107,105.363,0.32,0.35,0.24
202205,212515,FRESH VEG-TOMATOES-PER KG,1,1,105.23,105.826,1.12,1.12,0.84
202205,212516,FRESH VEG-CABBAGE-WHOLE-PER KG,1,1,105.23,104.661,0.32,0.28,0.24
202205,212518,FRESH VEG-CARROTS-PER KG,1,1,100.779,100.001,0.32,0.35,0.24
202205,212519,FRESH VEG-ONIONS-PER KG,1,1,100.887,99.531,0.64,0.7,0.48
202205,212520,FRESH VEG-MUSHROOMS-PER KG,1,1,100.035,100.251,0.64,0.63,0.48
202205,212527,PRE-PACKED SALAD 100-250G,1,1,100.953,100.724,0.48,0.49,0.36
202205,212530,FRESH VEG-BROCCOLI-PER KG,1,1,99.876,100.506,0.32,0.35,0.24
202205,212531,FRESH VEG-COURGETTE-PER KG,1,1,98.681,99.107,0.48,0.49,0.36
202205,212532,FRESH VEG-PEPPERS -LOOSE OR KG,1,1,104.032,105.931,0.48,0.49,0.36
202205,212533,VEGETABLE STIR FRY FRESH PACK,1,1,101.12,102.151,0.32,0.42,0.24
202205,212535,SWEET POTATO PER KG OR EACH,1,1,100.58,100.554,0.32,0.49,0.24
202205,212601,CANNED TOMATOES 390-400G,1,1,93.182,95.421,0.32,0.38,0.24
202205,212603,"BAKED BEANS, 400-425G TIN",1,1,100.298,101.208,0.32,0.46,0.24
202205,212608,CANNED SWEETCORN 198-340G,1,1,103.584,103.321,0.16,0.28,0.12
202205,212609,FROZEN GARDEN PEAS 800G-1KG,1,1,103.016,105.427,0.16,0.26,0.12
202205,212612,FROZEN PRE-PREPARED VEGTABLES,1,1,102.778,102.824,0.32,0.32,0.24
202205,212613,PULSES CAN 390 - 420G,1,1,106.711,108.558,0.32,0.3,0.24
202205,212709,ORANGES-CLASS 1-EACH,1,1,97.664,97.913,0.44,0.4,0.36
202205,212710,AVOCADO PEAR-EACH,1,1,102.588,102.298,0.55,0.48,0.45
202205,212712,KIWI FRUIT-EACH,1,1,102.999,105.075,0.22,0.16,0.18
202205,212715,GRAPEFRUIT-EACH,1,1,101.46,102.092,0.22,0.24,0.18
202205,212716,APPLES-COOKING-PER KG,1,1,101.969,101.366,0.22,0.16,0.18
202205,212717,APPLES-DESSERT-PER KG,1,1,99.931,100.057,0.77,0.72,0.63
202205,212718,PEARS-DESSERT-PER KG,1,1,101.161,100.965,0.22,0.24,0.18
202205,212719,BANANAS-PER KG,1,1,103.867,103.902,0.99,0.88,0.81
202205,212720,STRAWBERRIES PER KG OR PUNNET,1,1,77.929,78.381,1.1,0.96,0.9
202205,212722,GRAPES-PER KG,1,1,99.839,99.865,0.77,0.72,0.63
202205,212725,SMALL TYPE ORANGES PER PACK/KG,1,1,100.213,103.307,0.33,0.24,0.27
202205,212726,PLUMS PER KG/PACK,1,1,99.023,97.761,0.66,0.56,0.54
202205,212728,PINEAPPLE EACH,1,1,103.82,103.949,0.22,0.24,0.18
202205,212730,FRUIT FRESH SNACKING 150-350G,1,1,105.402,104.921,0.44,0.4,0.36
202205,212731,MELON EACH EG HONEYDEW,1,1,113.231,117.107,0.22,0.24,0.18
202205,212732,LEMON EACH,1,1,100.687,101.869,0.22,0.24,0.18
202205,212733,BLUEBERRIES PUNNET OR PER KG,1,1,100.284,99.85,0.66,0.64,0.54
202205,212734,RASPBERRIES PUNNET OR PER KG,1,1,100.113,101.648,0.55,0.48,0.45
202205,212806,PACKET OF PEANUTS 150-300G,1,1,99.399,99.785,1.32,1.28,1.08
202205,212807,CANNED FRUIT-400-450G,1,1,106.942,105.717,0.44,0.28,0.36
202205,212808,DRIED FRUIT - EG APRICOTS,1,1,101.042,100.604,0.44,0.44,0.36
202205,212905,VEGETABLE PICKLE 280-520G,1,1,100.142,100.528,0.16,0.15,0.12
202205,212910,CANNED SOUP-390-425G,1,1,102.913,104.503,0.45,0.6,0.36
202205,212917,TOMATO KETCHUP BOTTLE 340-570G,1,1,98.545,99.19,0.6,0.9,0.48
202205,212918,FRZN READY-COOKD MEAL SERVES 1,1,1,106.227,106.613,0.25,0.6,0.2
202205,212923,COOK-IN SAUCE-JAR/CAN 350-520G,1,1,101.793,102.009,0.95,1.5,0.76
202205,212928,FROZ VEG BURGER/GRILL 180-454G,1,1,116.39,116.902,0.32,0.45,0.24
202205,212930,MAYONNAISE 390-500G/420-540MLS,1,1,120.01,117.53,0.45,0.6,0.36
202205,212933,ICE CREAM 450ML-1L,1,1,101.302,101.795,1.08,0.75,0.81
202205,212934,DRIED POTTED SNACK 50-120G,1,1,104.836,103.572,0.42,0.9,0.34
202205,212936,CHILLED READY MEAL-MEAT-SERVS1,1,1,106.342,106.463,0.8,1.95,0.64
202205,212937,CHILLED READY MEAL-FISH/VEG,1,1,105.621,106.4,0.75,1.8,0.6
202205,212938,CHOCOLATE COVERED ICE CREAM,1,1,106.11,103.756,0.96,0.75,0.72
202205,212939,CHILLED PIZZA EACH 300-600G,1,1,103.965,104.23,1.05,1.35,0.85
202205,212940,PROTEIN POWDER 900G-2KG,1,1,106.821,107.312,0.35,0.45,0.28
202205,212941,QUICHE 340G-450G,1,1,103.267,103.167,0.21,0.3,0.17
202205,212942,VEGETABLE CRISPS PACK 80-125G,1,1,106.092,108.829,0.32,0.15,0.24
202205,212943,YORKSHIRE PUDDING FROZEN,1,1,102.152,102.29,0.42,0.45,0.34
202205,212944,SAUSAGE MEAT FREE CHILLED PACK,1,1,114.308,113.971,0.64,0.75,0.48
202205,212945,HERBS DRIED JAR 3 - 20G,1,1,101.994,101.711,0.4,0.6,0.32
202205,213003,COFFEE-INSTANT 90 -100G JAR,1,1,110.354,109.231,0.78,1.12,0.78
202205,213005,HOT CHOCOLATE DRINK INSTANT,1,1,100.583,100.455,0.14,0.16,0.14
202205,213006,COFFEE PODS PACK 8-16,1,1,99.972,100.138,0.22,0.32,0.22
202205,213007,COFFEE SACHETS PACK,1,1,102.486,102.878,0.28,0.4,0.28
202205,220107,PUB -HOT MEAL,1,1,104.867,105.239,4.45,2.2,3.55
202205,220116,LEMONADE/COLA DRAUGHT,1,1,103.884,103.649,0.89,0.55,0.71
202205,220117,BOTTLED MINERAL WATER,1,1,102.86,102.657,0.89,0.55,0.71
202205,220120,IN STORE CAFETERIA MEAL,1,1,105.071,105.252,4.45,1.87,3.55
202205,220121,RESTAURANT CUP OF COFFEE,1,1,103.685,103.701,0.89,0.55,0.71
202205,220122,RESTAURANT - SWEET COURSE,1,1,103.421,103.449,2.67,1.1,2.13
202205,220123,ONBOARD CATERING,1,0,100.728,100.699,0.89,0.22,0.71
202205,220124,MUFFIN/INDIVIDUAL CAKE,1,1,104.056,103.958,2.67,1.21,2.13
202205,220125,FRUIT JUICE BOTTLE 250-350ML,1,1,101.893,101.744,0.89,0.55,0.71
202205,220128,RESTAURANT MAIN COURSE,1,1,105.055,104.917,4.45,2.2,3.55
202205,220208,STAFF RESTAURNT HOT SNACK ITEM,1,1,106.163,105.145,0.26,0.13,0.13
202205,220209,PRIMARY SCHOOL- FIXED CHARGE,1,1,100.548,100.526,0.74,0.37,0.37
202205,220210,SECONDARY SCHOOL- CAFETERIA,1,1,101.481,101.507,0.74,0.37,0.37
202205,220214,STAFF RESTAURANT MAIN COURSE,1,1,106.781,109.233,0.26,0.13,0.13
202205,220301,FISH & CHIPS TAKEAWAY,1,1,110.086,109.803,1.78,1.4,1.42
202205,220303,SANDWICH-TAKE-AWAY (COLD),1,1,102.689,102.661,3.56,1.96,2.84
202205,220305,TEA -TAKE-AWAY,1,1,102.947,103.467,0.89,0.14,0.71
202205,220310,POTATO CRISPS-INDIVIDUAL PACK,1,1,101.801,101.778,0.89,0.42,0.71
202205,220316,PIZZA TAKEAWAY OR DELIVERED,1,1,102.15,102.568,1.78,1.4,1.42
202205,220318,INDIAN TAKEAWAY,1,1,103.004,103.122,1.78,1.4,1.42
202205,220319,CHINESE TAKEAWAY,1,1,103.141,103.243,1.78,1.4,1.42
202205,220320,TAKEAWAY SOFT DRINK,1,1,103.697,103.931,0.89,0.14,0.71
202205,220321,TAKEAWAY COFFEE LATTE,1,1,104.117,104.155,0.89,0.14,0.71
202205,220323,KEBAB- TAKEAWAY,1,1,105.996,105.901,1.78,1.26,1.42
202205,220324,CINEMA POPCORN,1,1,100.627,100.619,0.89,0.28,0.71
202205,220325,VENDING MACHINE - SOFT DRINK,1,1,101.592,101.775,0.89,0.14,0.71
202205,220326,TAKEAWAY CHICKEN & CHIPS,1,1,106.551,106.843,1.78,1.26,1.42
202205,220327,T'AWAY COOKED SAVOURY PASTRY,1,1,102.252,102.011,1.78,1.4,1.42
202205,220328,BURGER IN A BUN EAT IN OR TAKE,1,1,106.754,106.26,1.78,1.26,1.42
202205,310102,DRAUGHT BITTER (PER PINT),1,1,103.089,103.666,3.56,1.52,2.84
202205,310104,DRAUGHT STOUT PER PINT,1,1,103.446,103.48,0.89,0.56,0.71
202205,310109,LAGER - PINT 3.4-4.2%,1,1,103.067,103.22,5.34,2.4,4.26
202205,310110,PREMIUM LAGER - PINT 4.3-7.5%,1,1,103.321,103.44,4.45,2,3.55
202205,310111,BOTTLED PREMIUM LAGER 4.3-7.5%,1,1,103.465,103.77,0.89,0.56,0.71
202205,310114,CIDER 4.5%-5.5% ABV PINT/BOTTL,1,1,102.908,102.949,1.78,0.96,1.42
202205,310207,BITTER-4CANS-440-500ML,1,1,103.676,103.454,0.98,0.54,0.84
202205,310215,LAGER 4 BOTTLES- PREMIUM,1,1,102.461,102.404,2.31,2.97,1.98
202205,310216,LAGER 10 - 24 CANS (440-500ML),1,1,101.735,101.576,1.26,1.71,1.08
202205,310217,LAGER 10-24 BOTTLES 250-330ML,1,1,95.895,95.866,1.12,1.44,0.96
202205,310219,STOUT - 4 CAN PACK,1,1,102.117,102.147,0.35,0.18,0.3
202205,310220,SPEC'Y BEER BOTT 500ML 4-5.5,1,1,105.702,106.027,0.98,0.54,0.84
202205,310221,APPLE CIDER 4 CAN PK 440-500ML,1,1,99.836,99.778,0.72,0.81,0.54
202205,310222,CIDER FLAVOURED BOTT 500-568ML,1,1,102.39,102.453,0.6,0.81,0.45
202205,310301,WHISKY (PER NIP) SPECIFY ML,1,1,106.784,111.644,2.67,1.1,2.13
202205,310302,VODKA (PER NIP) SPECIFY ML,1,1,103.761,103.891,4.45,2.09,3.55
202205,310306,BOTTLE OF MIXER 125-200ML,1,1,101.802,101.198,0.89,0.44,0.71
202205,310307,LIQUEUR PER NIP   SPECIFY ML,1,1,104.174,104.429,2.67,1.54,2.13
202205,310309,SPIRIT BASED DRINK 275ML,1,1,104.347,104.584,0.89,0.22,0.71
202205,310310,"WINE, PER 175 - 250 ML SERVING",1,1,103.721,105.009,4.45,1.87,3.55
202205,310315,BOTTLE OF WINE 70-75CL,1,1,102.177,102.236,4.45,1.87,3.55
202205,310316,GIN PER NIP,1,1,110.018,112.106,4.45,1.87,3.55
202205,310401,WHISKY-70 CL BOTTLE,1,1,102.591,102.074,2.08,2.42,1.56
202205,310403,VODKA-70 CL BOTTLE,1,1,101.604,101.547,2.08,2.42,1.56
202205,310405,BRANDY 70CL BOTTLE,1,1,98.356,98.822,0.4,0.44,0.3
202205,310406,FORTIFIED WINE  (70-75CL),1,1,98.973,99.001,0.48,0.44,0.36
202205,310419,WHITE WINE- EUROPEAN 75CL,1,1,101.038,100.692,1.68,1.98,1.26
202205,310420,WHITE WINE- NEW WORLD 75CL,1,1,96.548,96.586,2.52,3.08,1.89
202205,310421,RED WINE- EUROPEAN 75CL,1,1,102.166,100.69,1.44,1.76,1.08
202205,310422,RED WINE- NEW WORLD 75CL,1,1,100.404,100.048,2.16,2.64,1.62
202205,310423,BOTTLE OF CHAMPAGNE 75 CL,1,1,103.852,103.682,0.36,0.44,0.27
202205,310425,ROSE WINE-75CL BOTTLE,1,1,97.838,98.114,0.96,1.1,0.72
202205,310426,SPARKLING WINE 75CL MIN 11%ABV,1,1,99.237,99.937,1.08,1.32,0.81
202205,310427,RUM WHITE EG BACARDI 70CL BOTT,1,1,101.037,100.938,0.8,0.88,0.6
202205,310428,CREAM LIQUER 70CL-1LT 14-20%,1,1,100.128,100.077,0.4,0.44,0.3
202205,310429,GIN BOTTLE 70CL,1,1,100.738,100.78,1.68,1.98,1.26
202205,310430,PRE MIXED SPIRIT 250-330ML,1,1,103.639,103.623,0.56,0.66,0.42
202205,320108,CIGARETTES 8,1,1,103.43,103.485,4.14,3.8,3.24
202205,320115,CIGARETTES 15,1,1,103.387,103.417,6.9,6.2,5.4
202205,320122,20 FILTER - OTHER BRAND,1,1,100.548,100.565,5.06,4.6,3.96
202205,320123,ELECTRONIC CIGARETTE REFILL/LI,1,0,101.52,101.466,0.46,1,0.36
202205,320124,E-CIG REFILL BOTTL/CART 2-10ML,1,1,99.154,98.951,0.23,1,0.18
202205,320126,CIGARETTES 22,1,1,103.586,103.558,3.68,3.4,2.88
202205,320205,5 CIGARS: SPECIFY BRAND,1,1,101.386,101.391,0.23,0.49,0.18
202205,320206,HAND ROLLING TOBACCO PACK 30GM,1,1,104.888,104.958,2.3,6.51,1.8
202205,410105,LOCAL AUTH RENT - SCOTLAND,1,0,102.035,102.035,1.74,1.68,1.38
202205,410107,UNIVERSITY ACCOMODATION FEES,1,0,100,100,2.53,0,1.98
202205,410108,RSL RENTS,1,2,99.967,99.967,16.53,16.8,13.11
202205,410111,IMPUTED RENTS - ENGLAND,1,0,101.016,101.016,0,0,152.24
202205,410112,IMPUTED RENTS - WALES,1,0,100.892,100.892,0,0,5.19
202205,410113,IMPUTED RENTS - SCOTLAND,1,0,101.131,101.131,0,0,12.11
202205,410114,IMPUTED RENTS - N.IRELAND,1,0,100.875,100.875,0,0,3.46
202205,410115,PRIVATE RENTED PROPERTY,2,0,101.342,101.08,56.55,57.12,44.85
202205,410201,MORTGAGE INTEREST PAYMENTS,1,0,106.231,106.231,0,24,0
202205,410401,E & W SEWERAGE CHARGE,2,0,103.255,103.255,5.4,6.11,4.5
202205,410402,ENGLAND & WALES WATER CHARGES,2,0,104.338,104.338,4.5,5.59,3.6
202205,410403,SCOTLAND WATER CHARGES,1,0,104.193,104.193,0.5,0.65,0.4
202205,410405,SCOTTISH SEWERAGE CHARGE,1,0,104.196,104.196,0.6,0.65,0.5
202205,410508,PLUMBER-DAYTIME HOURLY RATE,2,1,100.232,100.212,0.7,3.3,0.7
202205,410509,ELECTRICIAN-DAYTIME RATE/HOUR,2,1,100.967,100.844,0.44,2.3,0.44
202205,410517,DECORATOR-DAILY RATE;SPEC HRS,2,1,100.842,100.769,0.44,2.2,0.44
202205,410518,CARPENTER HOURLY RATE,2,1,102.439,102.064,0.42,2.2,0.42
202205,410602,READY-MIXED FILLER-INT USE,1,1,103.402,104.012,0.12,0.52,0.12
202205,410607,PAINT BRUSH-2INCH/5CM WIDTH,1,1,103.046,102.351,0.16,0.65,0.16
202205,410611,DOOR HANDLE-PACK FOR ONE DOOR,2,1,104.15,103.416,2.45,2.08,2.1
202205,410614,POWER DRILL-HAMMER ACTION,2,1,105.242,104.515,0.35,0.52,0.3
202205,410621,VARNISH-CLEAR GLOSS-750ML-1LTR,1,1,105.681,106.777,0.12,0.52,0.12
202205,410625,SCREWDRIVER,2,1,105.457,104.992,0.63,0.65,0.54
202205,410629,WALLPAPER PER ROLL,1,1,103.662,104.706,0.32,1.3,0.32
202205,410631,SHOWER HEAD,2,1,103.284,102.636,0.5,2.08,0.5
202205,410632,HIRE OF DOMES CARPET CLEANER,1,1,100.305,100.385,0.28,0.52,0.24
202205,410633,MDF,1,1,102.917,102.083,0.32,1.3,0.32
202205,410637,CERAMI TILES 15X15-25X50CM BOX,2,1,115.668,113.921,0.12,0.52,0.12
