INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202206,310215,LAGER 4 BOTTLES- PREMIUM,1,1,104.972,104.805,2.31,2.97,1.98
202206,310216,LAGER 10 - 24 CANS (440-500ML),1,1,99.706,99.162,1.26,1.71,1.08
202206,310217,LAGER 10-24 BOTTLES 250-330ML,1,1,99.115,98.992,1.12,1.44,0.96
202206,310219,STOUT - 4 CAN PACK,1,1,101.14,101.114,0.35,0.18,0.3
202206,310220,SPEC'Y BEER BOTT 500ML 4-5.5,1,1,102.737,102.539,0.98,0.54,0.84
202206,310221,APPLE CIDER 4 CAN PK 440-500ML,1,1,99.564,99.529,0.72,0.81,0.54
202206,310222,CIDER FLAVOURED BOTT 500-568ML,1,1,102.36,102.358,0.6,0.81,0.45
202206,310301,WHISKY (PER NIP) SPECIFY ML,1,1,107.311,112.193,2.67,1.1,2.13
202206,310302,VODKA (PER NIP) SPECIFY ML,1,1,104.056,104.243,4.45,2.09,3.55
202206,310306,BOTTLE OF MIXER 125-200ML,1,1,101.987,101.488,0.89,0.44,0.71
202206,310307,LIQUEUR PER NIP   SPECIFY ML,1,1,104.306,104.703,2.67,1.54,2.13
202206,310309,SPIRIT BASED DRINK 275ML,1,1,104.226,104.418,0.89,0.22,0.71
202206,310310,"WINE, PER 175 - 250 ML SERVING",1,1,104.466,105.792,4.45,1.87,3.55
202206,310315,BOTTLE OF WINE 70-75CL,1,1,102.94,102.868,4.45,1.87,3.55
202206,310316,GIN PER NIP,1,1,110.577,112.82,4.45,1.87,3.55
202206,310401,WHISKY-70 CL BOTTLE,1,1,101.124,100.974,2.08,2.42,1.56
202206,310403,VODKA-70 CL BOTTLE,1,1,99.57,99.787,2.08,2.42,1.56
202206,310405,BRANDY 70CL BOTTLE,1,1,98.751,97.995,0.4,0.44,0.3
202206,310406,FORTIFIED WINE  (70-75CL),1,1,101.687,101.379,0.48,0.44,0.36
202206,310419,WHITE WINE- EUROPEAN 75CL,1,1,102.469,102.576,1.68,1.98,1.26
202206,310420,WHITE WINE- NEW WORLD 75CL,1,1,97.677,98.328,2.52,3.08,1.89
202206,310421,RED WINE- EUROPEAN 75CL,1,1,101.721,101.314,1.44,1.76,1.08
202206,310422,RED WINE- NEW WORLD 75CL,1,1,98.944,98.513,2.16,2.64,1.62
202206,310423,BOTTLE OF CHAMPAGNE 75 CL,1,1,102.103,101.898,0.36,0.44,0.27
202206,310425,ROSE WINE-75CL BOTTLE,1,1,100.511,100.358,0.96,1.1,0.72
202206,310426,SPARKLING WINE 75CL MIN 11%ABV,1,1,99.954,100.322,1.08,1.32,0.81
202206,310427,RUM WHITE EG BACARDI 70CL BOTT,1,1,100.173,100.118,0.8,0.88,0.6
202206,310428,CREAM LIQUER 70CL-1LT 14-20%,1,1,100.461,100.35,0.4,0.44,0.3
202206,310429,GIN BOTTLE 70CL,1,1,100.909,101.265,1.68,1.98,1.26
202206,310430,PRE MIXED SPIRIT 250-330ML,1,1,103.106,102.894,0.56,0.66,0.42
202206,320108,CIGARETTES 8,1,1,103.43,103.46,4.14,3.8,3.24
202206,320115,CIGARETTES 15,1,1,103.636,103.668,6.9,6.2,5.4
202206,320122,20 FILTER - OTHER BRAND,1,1,100.62,100.634,5.06,4.6,3.96
202206,320123,ELECTRONIC CIGARETTE REFILL/LI,1,0,99.135,98.839,0.46,1,0.36
202206,320124,E-CIG REFILL BOTTL/CART 2-10ML,1,1,99.539,99.274,0.23,1,0.18
202206,320126,CIGARETTES 22,1,1,103.652,103.64,3.68,3.4,2.88
202206,320205,5 CIGARS: SPECIFY BRAND,1,1,101.653,101.636,0.23,0.49,0.18
202206,320206,HAND ROLLING TOBACCO PACK 30GM,1,1,105.193,105.267,2.3,6.51,1.8
202206,410105,LOCAL AUTH RENT - SCOTLAND,1,0,102.035,102.035,1.74,1.68,1.38
202206,410107,UNIVERSITY ACCOMODATION FEES,1,0,100,100,2.53,0,1.98
202206,410108,RSL RENTS,1,2,99.967,99.967,16.53,16.8,13.11
202206,410111,IMPUTED RENTS - ENGLAND,1,0,101.322,101.322,0,0,152.24
202206,410112,IMPUTED RENTS - WALES,1,0,101.089,101.089,0,0,5.19
202206,410113,IMPUTED RENTS - SCOTLAND,1,0,101.571,101.571,0,0,12.11
202206,410114,IMPUTED RENTS - N.IRELAND,1,0,100.539,100.539,0,0,3.46
202206,410115,PRIVATE RENTED PROPERTY,2,0,101.705,101.388,56.55,57.12,44.85
202206,410201,MORTGAGE INTEREST PAYMENTS,1,0,108.703,108.703,0,24,0
202206,410401,E & W SEWERAGE CHARGE,2,0,103.255,103.255,5.4,6.11,4.5
202206,410402,ENGLAND & WALES WATER CHARGES,2,0,104.338,104.338,4.5,5.59,3.6
202206,410403,SCOTLAND WATER CHARGES,1,0,104.193,104.193,0.5,0.65,0.4
202206,410405,SCOTTISH SEWERAGE CHARGE,1,0,104.196,104.196,0.6,0.65,0.5
202206,410508,PLUMBER-DAYTIME HOURLY RATE,2,1,100.232,100.212,0.7,3.3,0.7
202206,410509,ELECTRICIAN-DAYTIME RATE/HOUR,2,1,101.016,100.893,0.44,2.3,0.44
202206,410517,DECORATOR-DAILY RATE;SPEC HRS,2,1,101.699,101.501,0.44,2.2,0.44
202206,410518,CARPENTER HOURLY RATE,2,1,102.513,102.137,0.42,2.2,0.42
202206,410602,READY-MIXED FILLER-INT USE,1,1,103.341,103.809,0.12,0.52,0.12
202206,410607,PAINT BRUSH-2INCH/5CM WIDTH,1,1,110.356,107.759,0.16,0.65,0.16
202206,410611,DOOR HANDLE-PACK FOR ONE DOOR,2,1,102.179,100.66,2.45,2.08,2.1
202206,410614,POWER DRILL-HAMMER ACTION,2,1,103.894,103.07,0.35,0.52,0.3
202206,410621,VARNISH-CLEAR GLOSS-750ML-1LTR,1,1,106.717,107.815,0.12,0.52,0.12
202206,410625,SCREWDRIVER,2,1,106.814,105.899,0.63,0.65,0.54
202206,410629,WALLPAPER PER ROLL,1,1,104.476,105.219,0.32,1.3,0.32
202206,410631,SHOWER HEAD,2,1,101.586,100.519,0.5,2.08,0.5
202206,410632,HIRE OF DOMES CARPET CLEANER,1,1,98.483,98.487,0.28,0.52,0.24
202206,410633,MDF,1,1,103.975,102.54,0.32,1.3,0.32
202206,410637,CERAMI TILES 15X15-25X50CM BOX,2,1,116.732,114.655,0.12,0.52,0.12
